FOOD NAME	EHR PATIENT COUNT FOR FOOD NAME	GPT-based ingredient list
Shakoy	0	Flour | Sugar | Yeast | Salt | Water | Oil
Shakshouka	3	Tomatoes | Bell peppers | Onions | Garlic | Eggs | Olive oil | Paprika | Cumin | Chili flakes | Salt | Pepper
Shambar	0	Wheat | Barley | Lentils | Chickpeas | Kidney beans | Black-eyed peas | Green beans | Potatoes | Carrots | Onions | Garlic | Cilantro | Parsley | Dill | Turmeric | Salt | Pepper
Shami kebab	0	Ground beef | Chana dal | Onion | Garlic | Ginger | Green chilies | Cilantro | Mint | Garam masala | Cumin | Coriander | Red chili powder | Turmeric | Salt
Shanghai fried noodles	0	Noodles | Pork | Shrimp | Vegetables | Soy sauce | Oyster sauce | Garlic | Ginger | Green onions
Shankarpali	0	All-purpose flour | Sugar | Ghee | Milk | Salt | Oil for frying
Shaobing	3	Flour | Water | Salt | Sesame seeds | Scallions
Shark fin dumpling	0	Shark fin | Pork | Shrimp | Bamboo shoots | Water chestnuts | Green onions | Ginger | Garlic | Soy sauce | Sesame oil | Cornstarch | Salt | White pepper | Wonton wrappers
Shark fin soup	1	Shark fin | Chicken broth | Ginger | Green onions | Mushrooms | Soy sauce | Rice wine | Cornstarch | White pepper
Shashlik	0	Beef | Onion | Bell pepper | Tomato | Olive oil | Vinegar | Salt | Pepper | Paprika | Cumin
Shaved ice	91	Ice | Flavoring syrup | Condensed milk | Toppings
Shawarma	583	Chicken or beef | Yogurt | Lemon juice | Olive oil | Garlic | Cumin | Paprika | Cayenne | Salt | Pepper | Onions | Tomatoes | Cucumbers | Lettuce | Pita bread
Shchi	0	Cabbage | Potatoes | Carrots | Onions | Celery | Tomatoes | Beef | Bay leaves | Dill | Sour cream
She-crab soup	2	Crab meat | Crab roe | Heavy cream | Butter | Flour | Onion | Celery | Carrot | Garlic | Bay leaf | Old Bay seasoning | Worcestershire sauce | Sherry | Salt | Pepper | Hot sauce | Fresh parsley
Sheep's sorrel soup	0	Sheep's sorrel | Potatoes | Onions | Butter | Flour | Chicken or vegetable broth | Heavy cream | Salt | Pepper
Sheer khurma	0	Vermicelli | Milk | Sugar | Ghee | Dates | Nuts | Saffron | Cardamom | Rose water
Sheermal	0	Flour | Milk | Sugar | Ghee | Saffron | Yeast
Sheet cake	54	Flour | Sugar | Butter | Eggs | Milk | Baking powder | Vanilla extract
Sheftalia	0	Ground pork | Ground lamb | Onion | Parsley | Salt | Pepper | Cumin | Allspice | Olive oil | Pita bread
Sheikh al-mahshi	0	Eggplant | Ground beef | Rice | Tomato sauce | Onion | Garlic | Pine nuts | Parsley | Lemon juice | Olive oil | Salt | Pepper
Shekarbura	0	Flour | Butter | Sugar | Eggs | Walnuts | Cardamom
Shelpek	0	Flour | Water | Salt | Oil
Shemai	0	Vermicelli | Ghee | Milk | Sugar | Cardamom pods | Raisins | Cashews
Shengjian mantou	0	Ground pork|Green onions|Ginger|Soy sauce|Sesame oil|Salt|Sugar|White pepper|Water|Vegetable oil|Sesame seeds|Flour|Yeast|Water|Sugar
Shepherd's pie	312	Ground beef | Onion | Carrots | Peas | Beef broth | Worcestershire sauce | Tomato paste | Mashed potatoes
Sherbet	29806	Sugar | Citric Acid | Corn Syrup | Artificial Flavor | Artificial Color
Sherbet	29806	Sugar | Water | Lemon juice | Gelatin | Egg whites | Flavoring
Shichimi	1	Chili pepper | Sichuan pepper | Orange peel | Black sesame seed | White sesame seed | Hemp seed | Poppy seed | Nori
Shikanji	0	Lemon juice | Water | Sugar | Black salt | Roasted cumin powder | Chaat masala | Mint leaves
Shikashika	0	Cassava | Palm oil | Onions | Tomatoes | Scotch bonnet peppers | Salt
Shin Ramyun	2	Wheat flour | Palm oil | Potato starch | Salt | Beef bone extract | Beef fat | Yeast extract | Onion | Garlic | Ginger | Red chili pepper | Black pepper | Green onion | Mushroom | Carrot | Red pepper | Sugar | Soy sauce | Soybean oil | Disodium inosinate | Disodium guanylate | Riboflavin | Capsanthin
Shing-a-ling	0	All-purpose flour | Baking powder | Salt | Shortening | Milk | Sugar | Cinnamon
Shir Berenj	0	Rice | Milk | Sugar | Rosewater | Saffron | Cardamom | Cinnamon | Pistachios | Almonds
Shirataki noodles	110	Konjac yam | Water
Shirazi salad	0	Cucumbers|Tomatoes|Red onion|Fresh mint|Lemon juice|Olive oil|Salt|Pepper
Shirdan	0	Lamb | Rice | Onion | Tomato Paste | Butter | Salt | Black Pepper | Cinnamon | Water
Shirin polo	0	Basmati rice | Carrots | Orange peel | Pistachios | Almonds | Raisins | Saffron | Sugar | Butter | Rose water
Shiro	45	Chickpea flour|Water|Niter kibbeh|Onion|Garlic|Ginger|Berbere
Shirokuma	0	Shirokuma|fruit cocktail|sweetened condensed milk|whipped cream|shaved ice
Shirred eggs	0	Eggs | Butter | Cream | Salt | Pepper | Herbs
Shiruko	0	Adzuki beans | Sugar | Water | Salt
Shish taouk	0	Chicken | Yogurt | Lemon juice | Garlic | Olive oil | Paprika | Cumin | Cayenne pepper | Salt | Black pepper
Shkedei marak	0	Croutons | Soup nuts | Soup mandels
Shlishkes	0	Potatoes | Flour | Eggs | Salt | Water
Sholezard	0	Rice | Saffron | Sugar | Rosewater | Cardamom | Cinnamon
Shoofly pie	0	Flour | Brown sugar | Molasses | Hot water | Baking soda | Pie crust
Shooter's sandwich	0	Beef steak | Salt | Black pepper | Butter | Mushrooms | Onions | Mustard | Bread
Shopska salad	0	Tomatoes | Cucumbers | Onions | Bell peppers | Feta cheese | Olive oil | Vinegar | Salt | Black pepper
Shorshe ilish	0	Hilsa fish | Mustard seeds | Mustard oil | Green chilies | Turmeric powder | Salt | Sugar | Water
Shortbread	3840	Butter | Sugar | Flour
Shortcake	485	Flour | Sugar | Baking powder | Salt | Butter | Milk | Vanilla extract
Shortcrust pastry	0	Flour | Butter | Water | Salt
Shotis puri	0	Flour | Water | Yeast | Salt
Shrewsbury cake	0	Butter | Sugar | Eggs | Flour | Currants | Lemon zest | Nutmeg
Shrikhand	0	Yogurt|Sugar|Saffron|Cardamom|Nuts
Shrimp and grits	53	Shrimp | Grits | Butter | Garlic | Onion | Bell pepper | Celery | Chicken broth | Heavy cream | Lemon juice | Cajun seasoning | Salt | Pepper
Shrimp creole	11	Shrimp | Onion | Green bell pepper | Celery | Garlic | Tomatoes | Tomato paste | Bay leaf | Cayenne pepper | Thyme | Oregano | Paprika | Salt | Pepper | Worcestershire sauce | Hot sauce | Rice
Shrimp curry	31	Shrimp | Coconut milk | Curry paste | Onion | Garlic | Ginger | Bell pepper | Tomato | Cilantro | Lime juice | Salt | Pepper
Shrimp Louie	0	Shrimp | Lettuce | Tomato | Hard-boiled eggs | Avocado | Louie dressing
Shrimp paste	31	Shrimp | Salt
Shrimp roe noodles	0	Shrimp roe | Noodles | Scallions | Soy sauce | Vinegar | Sugar | Sesame oil | Chili oil
Shrimp toast	4	Shrimp | Bread | Garlic | Ginger | Soy sauce | Sesame oil | Green onions | Egg | Cornstarch | Oil
Shuangbaotai	0	Flour | Sugar | Butter | Eggs | Baking powder | Vanilla essence
Shukto	0	Bitter gourd|Drumsticks|Eggplant|Green bananas|Sweet potatoes|Radish|Bengal gram|Mustard seeds|Poppy seeds|Turmeric powder|Green chilies|Ghee|Salt|Sugar
Shumai	6	Ground pork|Shrimp|Shiitake mushrooms|Bamboo shoots|Green onions|Ginger|Soy sauce|Sesame oil|Cornstarch|Sugar|Salt|Pepper|Wonton wrappers
Shutki shira	0	Dried fish | Onion | Garlic | Green chili | Turmeric powder | Red chili powder | Salt | Mustard oil
Shwe htamin	0	Rice | Coconut milk | Palm sugar | Salt | Water
Shwe yin aye	0	Coconut milk | Sago pearls | Tapioca pearls | Sweet potato | Taro | Pandan leaves | Palm sugar | Water chestnuts | Jackfruit | Coconut jelly
Shʿifurah	0	Chicken | Rice | Onions | Garlic | Cilantro | Lemon | Olive oil | Spices
Sichuan pepper chicken	0	Chicken | Sichuan peppercorns | Ginger | Garlic | Soy sauce | Shaoxing wine | Sugar | Green onions | Red chili peppers | Vegetable oil
Sicilian orange salad	0	Oranges | Red onion | Black olives | Fresh mint | Extra-virgin olive oil | Salt | Black pepper
Sicilian pizza	1	Tomato sauce | Mozzarella cheese | Anchovies | Caciocavallo cheese | Pecorino cheese | Oregano | Olive oil
Siddu	4	Flour|Yeast|Sugar|Salt|Water|Ghee
Siemieniotka	0	Semolina | Milk | Sugar | Butter | Raisins | Almonds | Vanilla Sugar | Cinnamon
Sigyet khauk swè	0	Chicken | Rice noodles | Garlic | Ginger | Onion | Turmeric | Fish sauce | Soy sauce | Cilantro | Lime
Sikhae	0	Rice | Water | Sugar | Ginger | Pine nuts | Raisins | Cinnamon
Silesian dumplings	0	Potatoes | Flour | Eggs | Salt
Sili ice cream	0	Sili peppers | Cream | Sugar | Milk
Silog	0	Rice | Fried Egg | Meat (usually Tapa, Longganisa, or Tocino)
Silpancho	0	Beef | Eggs | Rice | Potatoes | Tomatoes | Onions | Lettuce | Peppers | Lemon | Oil
Silvana	19231	Butter | Sugar | Egg yolks | Vanilla extract | All-purpose flour | Cornstarch | Baking powder | Salt | Chopped nuts | Egg whites | Powdered sugar | Lemon juice
Silver needle noodles	0	Flour|Water
Simit	6	Flour | Water | Yeast | Sugar | Salt | Olive oil | Sesame seeds
Simnel cake	0	Flour | Butter | Sugar | Eggs | Currants | Sultanas | Raisins | Candied peel | Almonds | Mixed spice | Apricot jam
Sinabawang gulay	0	Eggplant | Squash | String beans | Okra | Water spinach | Tomato | Onion | Garlic | Fish sauce | Salt
Sinampalukan	0	Chicken | Tamarind | Tomatoes | Onions | Garlic | Ginger | Chili peppers | Water | Salt
Sinangag	0	Cooked rice | Garlic | Cooking oil | Salt
Sinanglay	0	Fish | Coconut milk | Ginger | Onion | Garlic | Chili peppers | Tomatoes | Salt
Sinantolan	0	Coconut milk | Pork belly | Shrimp paste | Thai chili peppers | Long green beans
Sincronizada	0	Ham | Cheese | Tortillas
Singapore-style noodles	0	Rice vermicelli noodles | Shrimp | Char siu (Chinese BBQ pork) | Eggs | Garlic | Ginger | Bell peppers | Carrots | Snow peas | Scallions | Curry powder | Soy sauce | Oyster sauce | Sesame oil
Singing hinny	0	Flour | Baking powder | Salt | Butter | Milk
Singori	1	Coconut | Jaggery | Cardamom pods | Ghee | Poppy seeds
Sinigang	1	Pork ribs|water|tamarind|radish|eggplant|string beans|spinach|fish sauce
Sinigapuna	0	Pork | Ginger | Onion | Tomato | Water Spinach | Fish Sauce | Salt
Sinki	3	Buffalo meat | turmeric | salt | ginger | garlic | cumin seeds | cloves | cinnamon | black cardamom | bay leaves | water
Sinseollo	0	Beef | Pork | Chicken | Bamboo shoots | Shiitake mushrooms | Water chestnuts | Pine nuts | Chestnuts | Jujubes | Ginkgo nuts | Korean radish | Carrots | Green onions | Garlic | Ginger | Soy sauce | Sugar | Sesame oil | Rice wine | Black pepper
Siomay	0	Fish | Tofu | Potatoes | Cabbage | Eggs
Siopao	1	Flour | Sugar | Baking powder | Yeast | Water | Soy sauce | Oyster sauce | Hoisin sauce | Sesame oil | Cornstarch | Oil | Pork | Chicken | Shrimp | Eggs | Green onions | Garlic | Ginger
Siraegi	0	Dried radish greens|Soy sauce|Sesame oil|Garlic|Green chili peppers|Sesame seeds|Sugar|Salt
Siron	10	Chicken | Rice | Onion | Garlic | Ginger | Cilantro | Lemon | Olive oil | Spices
Siru-tteok	0	Rice flour | Salt | Water
Siryak-tyamuri	0	Chicken | Yogurt | Spices | Ghee | Rice
Sisig	1	Pork | Pig's ears | Pig's face | Chicken liver | Onion | Garlic | Calamansi | Chili peppers | Mayonnaise
Skilpadjies	0	Lamb liver | Lamb fat | Lamb heart | Lamb kidney | Lamb lung | Lamb intestines
Skirlie	0	Oatmeal | Onions | Beef dripping | Salt | Pepper
Skirts and kidneys	0	Skirts | Kidneys
Sklandrausis	0	Rye flour | Carrots | Potatoes | Sugar | Salt | Butter | Milk | Sour cream | Eggs | Cinnamon | Cloves
Skomakarlåda	0	Beef | Onion | Potatoes | Beef broth | Heavy cream | Butter | Salt | Pepper
Skordalia	1	Potatoes | Garlic | Olive oil | White wine vinegar | Salt | Bread | Water
Slatko	0	Sugar | Water | Fruit | Nuts | Spices
Slavink	0	Ground beef | Bacon | Salt | Pepper | Nutmeg | Egg | Breadcrumbs
Sliced bread	198	Flour|Water|Yeast|Salt|Sugar|Oil
Sliced fish soup	0	Fish | Ginger | Tomatoes | Tofu | Chinese parsley
Slider	4694	Ground beef | Cheese | Pickles | Onions | Slider buns
Slinger	62	Ground beef|hash browns|eggs|cheese|onions|jalapeños|chili|toast
Sloosh	2	Potatoes | Onions | Carrots | Beef | Chicken | Pork | Cabbage | Tomatoes | Peas | Green beans | Corn | Bell peppers | Garlic | Salt | Pepper | Paprika | Bay leaves | Beef broth | Worcestershire sauce | Soy sauce | Olive oil
Sloppy joe	2281	Ground beef | Onion | Bell pepper | Tomato sauce | Ketchup | Worcestershire sauce | Brown sugar | Mustard | Garlic | Salt | Pepper
Sloppy joe	2281	Ground beef | Onion | Green bell pepper | Tomato sauce | Ketchup | Worcestershire sauce | Brown sugar | Mustard | Salt | Pepper | Hamburger buns
Slow Bread	1	Flour | Water | Salt | Yeast
Slugburger	0	Ground beef | Soy grits | Flour | Cornmeal | Onion | Salt | Pepper
Smalahove	0	Sheep's head | Salt | Water
Small sausage in large sausage	0	Small sausages | Large sausages | Bacon | Cheese | Barbecue sauce
Smažený sýr	0	Cheese | Flour | Eggs | Breadcrumbs | Oil
Smetana	27	Cream | Fermented sour cream | Buttermilk
Smoked egg	1	Eggs | Wood chips | Smoker
Smoked meat	196	Beef brisket|Salt|Sugar|Spices|Wood chips
Smoked sable	2	Sable | Salt | Sugar | Water | Wood chips
Smorgasbord	46	Potatoes | Herring | Gravlax | Meatballs | Pickled cucumbers | Beetroot salad | Jansson's temptation | Rye bread | Cheese | Butter | Lingonberry jam
Smörgåstårta	0	Bread | Mayonnaise | Shrimp | Eggs | Ham | Cheese | Cucumber | Dill | Lemon | Radishes | Salmon | Tuna | Olives | Capers | Cream cheese | Sour cream | Chives
Smørrebrød	0	Rye bread | Butter | Pickled herring | Smoked salmon | Roast beef | Liver pâté | Shrimp | Egg | Cucumber | Radish | Tomato | Red onion | Remoulade | Mustard | Horseradish | Dill
Smulpaj	0	Butter | Sugar | Rolled oats | Flour | Cinnamon | Salt
Smultring	0	Flour | Sugar | Butter | Eggs | Milk | Cardamom | Baking Powder
Smyrna meatballs	0	Ground beef|Onion|Garlic|Bread crumbs|Egg|Parsley|Cumin|Cinnamon|Allspice|Salt|Pepper
Snack and a half	3	Potato chips | Cheese | Salsa | Sour cream | Guacamole | Jalapenos | Black beans | Corn | Green onions | Olives | Tomatoes | Avocado
Snack cake	483	Flour | Sugar | Eggs | Butter | Baking powder | Vanilla extract | Milk
Sneem Black Pudding	0	Pork fat | Pork blood | Oatmeal | Barley | Rusk | Onion | Salt | Pepper | Spices
Snickerdoodle	105	Flour | Sugar | Butter | Eggs | Cream of tartar | Baking soda | Cinnamon
Snickers salad	0	Green apples | Snickers bars | Cool Whip | Vanilla pudding mix
Sno Balls	2	Coconut | Marshmallow | Chocolate | Cake
Sno-ball	1	Shaved ice|Flavored syrup|Sweetened condensed milk
Snow cone	458	Ice | Flavored syrup
Snow cream	1	Milk | Sugar | Vanilla extract | Fresh snow
Snow puffies	0	Flour | Sugar | Butter | Eggs | Vanilla extract | Baking powder | Salt | Milk
Snow skin mooncake	0	Glutinous rice flour | Sugar | Shortening | Water | Lotus seed paste | Salted egg yolk | Melon seeds | Vegetable oil
Snow White salad	0	Apples | Celery | Walnuts | Mayonnaise
So-tteok-so-tteok	0	Rice cake | Fish cake | Boiled egg | Green onion | Seasoned soy sauce
Soba	313	Buckwheat flour | Wheat flour | Water | Salt
Sobá	0	Buckwheat noodles | Dashi broth | Soy sauce | Mirin | Toppings (such as scallions, nori, tempura, etc.)
Sobao	0	Flour | Sugar | Eggs | Butter | Lemon zest | Anise seeds
Şöbiyet	0	Dough | Butter | Milk | Flour | Sugar | Walnuts | Pistachios | Water | Cornstarch | Lemon juice | Rose water | Vanilla extract | Confectioners' sugar | Honey
Soboro-ppang	0	Flour | Sugar | Yeast | Milk | Egg | Butter | Ground beef
Sobrassada	0	Pork meat | Pork fat | Paprika | Salt | Black pepper
Soda bread	94	Flour | Baking soda | Salt | Buttermilk
Soda gembira	0	Soda water | Sweetened condensed milk | Rose syrup | Ice cubes | Basil seeds | Jelly cubes | Grass jelly cubes | Avocado cubes | Coconut meat | Coconut water
Soetpatats	0	Sweet potatoes | Butter | Brown sugar | Cinnamon | Nutmeg | Salt
Sofrito	7	Onion | Garlic | Bell pepper | Tomato | Cilantro | Culantro | Ají dulce | Recao
Sofrito	7	Tomatoes|Onions|Garlic|Peppers|Cilantro|Culantro|Oregano|Salt|Pepper
Soft Khichuri	0	Rice | Lentils | Vegetables | Spices | Ghee
Soğan kebabı	0	Onion | Ground beef | Tomato | Green pepper | Olive oil | Salt | Black pepper | Red pepper flakes | Cumin
Sohan	32	Wheat flour|Butter|Sugar|Rosewater|Saffron|Cardamom|Pistachios|Almonds
Sohan asali	0	Honey|Butter|Saffron|Cardamom|Rosewater|Almonds|Pistachios
Sohan halwa	0	Flour|Sugar|Ghee|Saffron|Cardamom pods|Almonds|Pistachios
Sohbat	0	Chicken | Rice | Onion | Garlic | Ginger | Yogurt | Spices
Soki	13	Pork belly|Soy sauce|Sugar|Mirin|Sake|Ginger|Garlic|Green onions|Water
Sol over Gudhjem	0	Rye bread | Smoked herring | Egg yolk | Chives | Radishes | Cress
Soldaditos de Pavía	0	Cod | Flour | Olive oil | Salt
Soldiers	3427	Bread | Butter | Eggs
Šoldra	0	Pork | Beef | Onion | Garlic | Paprika | Salt | Pepper | Water
Sole meunière	0	Sole | Flour | Butter | Lemon | Parsley | Salt | Pepper
Solein	0	Water | Carbon dioxide | Electricity | Nutrients
Solero	10	Water | Sugar | Glucose-Fructose Syrup | Pineapple Juice from Concentrate (10%) | Coconut Oil | Whey Solids (Milk) | Skimmed Milk Powder | Maltodextrin | Emulsifiers (Mono- and Diglycerides of Fatty Acids, Ammonium Phosphatides) | Stabilisers (Locust Bean Gum, Guar Gum, Carrageenan) | Acidity Regulator (Citric Acid) | Natural Flavourings | Colour (Carotenes)
Solkadhi	0	Coconut milk | Kokum | Green chilies | Ginger | Garlic | Cumin seeds | Coriander leaves
Solomon Gundy	0	Salted herring | Onion | Scotch bonnet pepper | Vinegar | Lime juice | Black pepper | Allspice
Solyanka	0	Beef | Pork | Ham | Sausages | Pickles | Olives | Capers | Onions | Carrots | Potatoes | Tomato paste | Sour cream | Lemon | Bay leaves | Black pepper
Sombe	1	Cassava leaves | Peanut butter | Fish | Onion | Garlic | Palm oil | Salt
Sōmen	0	Sōmen | Dashi | Soy sauce | Mirin | Sugar | Green onions | Shiso leaves | Wasabi
Sōmen salad	0	Sōmen noodles | Cucumber | Carrot | Red bell pepper | Green onions | Sesame seeds | Soy sauce | Rice vinegar | Sugar | Sesame oil
Song gao	0	Rice flour | Sugar | Water
Songpyeon	0	Rice flour | Sesame seeds | Honey | Sugar | Pine nuts | Chestnuts
Sonofabitch stew	0	Beef | Onions | Potatoes | Carrots | Tomatoes | Bell peppers | Garlic | Salt | Pepper | Water
Soon kueh	0	Rice flour | Turnip | Dried shrimps | Chinese mushrooms | Garlic | Shallots | White pepper | Salt
Soor ploom	0	Sour plums | Sugar | Water | Salt
Sooth	18940	Tamarind | Dates | Jaggery | Raisins | Ginger | Red chili powder | Cumin seeds | Salt
Sop	12385	Beef | Pork | Chicken | Corn | Plantains | Cassava | Sweet Potato | Cabbage | Carrots | Green Beans | Peas | Onion | Garlic | Cilantro | Achiote | Salt | Pepper | Water
Sop saudara	0	Beef | Potatoes | Carrots | Green beans | Cabbage | Tomatoes | Shallots | Garlic | Lemongrass | Bay leaves | Kaffir lime leaves | Galangal | Turmeric | Coriander | Cumin | Nutmeg | Cloves | Cinnamon | Cardamom | Salt | Sugar | Tamarind paste | Coconut milk
Sopa correntina	0	Beef | Onion | Bell pepper | Tomato | Potato | Carrot | Green beans | Corn | Peas | Rice | Paprika | Salt | Pepper | Bay leaf | Water
Sopa de guandú con carne salada	0	Guandú | Carne salada | Cebolla | Ajo | Ajíes | Tomate | Culantro | Sal | Pimienta | Comino | Orégano | Aceite | Agua
Sopa de lacassá	0	Pasta | Chicken | Carrots | Potatoes | Onion | Garlic | Tomato | Cilantro | Green beans | Cabbage | Salt | Pepper | Bay leaf
Sopa de lima	0	Chicken | Lime | Onion | Garlic | Tomato | Cilantro | Avocado | Tortilla strips
Sopa de mondongo	0	Tripe|Vegetables (carrots, bell peppers, onions)|Tomatoes|Cilantro|Garlic|Cumin|Oregano|Bay leaves|Salt|Pepper|Water
Sopa de pata	0	Beef feet | Beef tripe | Plantain | Cassava | Corn | Onion | Garlic | Cilantro | Achiote | Cumin | Salt | Pepper
Sopa paraguaya	0	Cornmeal | Cheese | Milk | Eggs | Onion | Salt | Pepper
Sopa teologa	0	Chicken | Bread | Milk | Eggs | Onion | Garlic | Chili peppers | Tomatoes | Cilantro | Parsley | Oregano | Salt | Pepper
Sopaipilla	0	Flour | Baking powder | Salt | Water | Oil
Sopas	208	Elbow macaroni | Chicken | Carrots | Cabbage | Milk | Butter | Onion | Garlic | Salt | Pepper
Sope	101	Masa harina | Water | Salt | Toppings of choice
Sorbet	24379	Fruit puree|Sugar|Water|Lemon juice
Sorbetes	118	Milk | Sugar | Cornstarch | Vanilla | Fruit Flavoring
Sorol	0	Rice | Lentils | Vegetables | Spices
Sorrel soup	1	Sorrel | Potatoes | Onions | Chicken or vegetable broth | Butter | Flour | Heavy cream | Salt | Pepper
Sorrentinos	2	Mozzarella cheese | Ham | Parmesan cheese | Nutmeg | Salt | Pepper | Egg | Flour | Butter | Cream
Sorrowful Rice	0	Rice | Ground pork | Chinese sausage | Dried shrimp | Shiitake mushrooms | Soy sauce | Dark soy sauce | Oyster sauce | Sugar | Green onions
Sorullos	0	Cornmeal|Water|Salt|Sugar|Butter|Oil (for frying)
Sosatie	0	Lamb | Apricots | Onions | Green peppers | Vinegar | Sugar | Curry powder | Turmeric | Ginger | Garlic | Bay leaves | Salt | Pepper
Sosis Bandari	0	Beef sausages | Potatoes | Onions | Tomato paste | Turmeric | Salt | Black pepper | Oil | Water
Soto ayam	0	Chicken | Rice vermicelli | Bean sprouts | Hard-boiled egg | Fried shallots | Celery | Lime | Lemongrass | Galangal | Turmeric | Garlic | Shallots | Candlenuts | Coriander seeds | Cumin seeds | Pepper
Soto mie	0	Beef | Noodles | Bean sprouts | Cabbage | Fried shallots | Celery | Lime | Tomato | Chili | Garlic | Shallots | Lemongrass | Galangal | Turmeric | Bay leaves | Candlenuts | Coriander seeds | Cumin seeds | Cloves | Cardamom pods | Nutmeg | Pepper
Soto padang	0	Beef | Rice vermicelli | Bean sprouts | Boiled egg | Potato | Carrot | Cabbage | Lime | Fried shallots | Emping crackers
Sou	12281	Flour | Water | Salt | Oil
Soubise sauce	0	Onions | Butter | Flour | Milk | Salt | White pepper
Soufflé	32	Eggs | Milk | Butter | Flour | Cheese | Sugar | Salt | Pepper
Soufflé Rothschild	0	Egg yolks | Egg whites | Butter | Flour | Milk | Gruyère cheese | Parmesan cheese | Nutmeg | Salt | Pepper
Soul food health trends	0	Collard greens | Sweet potatoes | Okra | Black-eyed peas | Cornbread | Fried chicken | Macaroni and cheese | Peach cobbler
Soup	197910	Broth|Meat|Vegetables|Herbs|Spices
Soup joumou	0	Pumpkin | Beef | Plantains | Carrots | Cabbage | Turnips | Onions | Parsley | Thyme | Scotch bonnet peppers | Garlic | Cloves | Butter | Pasta
Soup Number Five	0	Beef testicles | Beef tripe | Beef shank | Beef heart | Beef kidney
Soup with risotto	0	Chicken broth | Arborio rice | Onion | Butter | Parmesan cheese | White wine | Olive oil | Garlic | Salt | Pepper
Soupe au fromage	0	Bread | Cheese | Broth | Onions | White wine | Garlic | Butter | Flour | Salt | Pepper
Soups in East Asian culture	0	Chicken | Beef | Pork | Tofu | Mushrooms | Noodles | Vegetables | Seaweed | Eggs | Soy Sauce | Ginger | Garlic | Green Onions | Cilantro
Sour cereal soup	0	Cereal | Yogurt | Water | Salt | Mint | Garlic | Onion
Sour cherry soup	1	Sour cherries | Water | Sugar | Lemon juice | Cinnamon | Cloves | Sour cream | Flour | Egg | Salt
Sour cream doughnut	0	Flour | Sugar | Baking powder | Salt | Nutmeg | Sour cream | Eggs | Butter | Vanilla extract
Sourdough	10169	Flour|Water|Salt|Starter (wild yeast culture)
Soured milk	6	Milk | Acidic substance
Soused herring	0	Herring | Vinegar | Onions | Bay leaves | Peppercorns | Allspice berries | Mustard seeds | Sugar | Salt | Water
South Asian pickle	0	Mango | Lime | Chili | Mustard seeds | Fenugreek seeds | Turmeric | Salt | Vinegar | Sugar
Southern Illinois chowder	0	Potatoes | Onions | Celery | Carrots | Corn | Green beans | Tomatoes | Bacon | Chicken broth | Salt | Pepper
Souvla	0	Pork | Lamb | Chicken | Olive oil | Lemon juice | Oregano | Salt | Pepper
Souvlaki	2	Pork | Chicken | Lamb | Beef | Olive oil | Lemon juice | Garlic | Oregano | Salt | Pepper
Sowans	0	Oatmeal | Water | Salt
Soy curls	28	Soybeans|Water
Soy egg	1262	Eggs | Soy sauce | Water | Salt
Soy nut	369	Soybeans | Salt | Vegetable oil
Soy sauce	15609	Soybeans|Wheat|Salt|Water
Soy sauce chicken	16	Chicken | Soy sauce | Ginger | Garlic | Star anise | Cinnamon | Sugar | Water
Soy yogurt	2817	Soy milk|Live active cultures
Soyo	3	Beef | Onion | Bell pepper | Tomato | Garlic | Oil | Salt | Pepper | Paprika | Cumin | Oregano | Bay leaf | Water
Soyutma	0	Lamb | Potatoes | Tomatoes | Bell peppers | Onions | Garlic | Vegetable oil | Salt | Black pepper | Water
Spaghetti	64533	Spaghetti | Tomato sauce | Ground beef | Onion | Garlic | Olive oil | Salt | Pepper | Parmesan cheese
Spaghetti aglio e olio	0	Spaghetti | Garlic | Olive oil | Red pepper flakes | Parsley | Parmesan cheese
Spaghetti all'assassina	0	Spaghetti | Olive oil | Garlic | Red pepper flakes | Anchovy fillets | Canned tomatoes | Salt | Black pepper | Parsley | Parmesan cheese
Spaghetti alla chitarra	0	Durum wheat flour | Water | Salt
Spaghetti alla Nerano	0	Spaghetti | Zucchini | Provolone cheese | Basil | Olive oil | Garlic | Salt | Pepper
Spaghetti alla puttanesca	0	Spaghetti | Tomatoes | Olives | Capers | Anchovies | Garlic | Chili peppers | Olive oil | Parsley
Spaghetti alla siracusana	0	Spaghetti | Cherry tomatoes | Anchovy fillets | Black olives | Capers | Garlic | Chili flakes | Olive oil | Salt | Pepper
Spaghetti alle vongole	0	Spaghetti | Clams | Garlic | White wine | Olive oil | Parsley | Red pepper flakes
Spaghetti and meatballs	1205	Spaghetti | Ground beef | Bread crumbs | Parmesan cheese | Eggs | Garlic | Onion | Tomato sauce | Italian seasoning | Salt | Pepper
Spaghetti sandwich	48	Spaghetti | Bread | Cheese | Tomato sauce | Meatballs
Spaghettieis	0	Vanilla ice cream | Strawberry sauce | White chocolate shavings
Spam fritter	0	Spam | Flour | Baking powder | Milk | Egg | Oil
Spam musubi	1	Spam | Sushi rice | Nori seaweed | Soy sauce | Sugar | Rice vinegar
Spanakorizo	1	Spinach | Rice | Onion | Garlic | Dill | Lemon | Olive oil | Salt | Pepper
Spanisch Brötli	0	Flour | Water | Salt | Yeast
Spanische Windtorte	0	Egg whites | Sugar | Almonds | Vanilla extract | Whipped cream | Fresh fruit
Spanish omelette	0	Potatoes | Eggs | Onion | Olive oil
