Wikipedia food name	milk	eggs	fish	shellfish	tree nuts	peanuts	wheat	soy
Qrashel	0	0	0	0	0	0	0	0
Quad City–style pizza	1	0	0	0	0	0	1	0
Quadratini	0	0	0	0	0	0	1	1
Quaker Instant Oatmeal	0	0	0	0	0	0	0	0
Quarkkäulchen	1	1	0	0	0	0	1	0
Queen of Puddings	1	1	0	0	0	0	1	0
Queijada	1	1	0	0	0	0	1	0
Queijadinha	1	1	0	0	0	0	1	0
Quesabirria	1	0	0	0	0	0	1	0
Quesada pasiega	1	1	0	0	0	0	1	0
Quesadilla	1	0	0	0	0	0	1	0
Quesadilla Salvadoreña	1	0	0	0	0	0	1	0
Quesito	1	1	0	0	0	0	1	0
Queso flameado	1	0	0	0	0	0	0	0
Queso ice cream	1	0	0	0	0	0	0	0
Quetschentaart	0	1	0	0	1	0	1	0
Quiaude	0	0	0	0	0	0	0	0
Quibebé	0	0	0	0	0	0	0	0
Quiche	1	1	0	0	0	0	1	0
Quiche Lorraine	1	1	0	0	0	0	1	0
Quince cheese	0	0	0	0	0	0	0	0
Quindim	0	1	0	0	0	0	0	0
Qurabiya	0	0	0	0	1	0	1	0
Qurutob	1	0	0	0	0	0	1	0
Qutab	0	0	0	0	0	0	1	0
Quzi	0	0	0	0	1	0	0	0
Rab cake	0	0	0	0	0	0	0	0
Rabbit pie	0	0	0	0	0	0	1	0
Rabokki	0	1	1	0	0	0	0	1
Rabri	1	0	0	0	1	0	0	0
Radiatori	0	0	0	0	0	0	1	0
Rafanata	1	1	0	0	0	0	0	0
Rafute	0	0	0	0	0	0	0	1
Rag pudding	0	0	0	0	0	0	1	0
Ragda pattice	0	0	0	0	0	0	1	0
Ragi mudde	0	0	0	0	0	0	0	0
Ragi rotti	0	0	0	0	0	0	1	0
Ragout	0	0	1	1	0	0	0	0
Ragout fin	1	1	0	0	0	0	1	0
Ragù	0	0	0	0	0	0	0	0
Raheb	0	0	0	0	0	0	0	0
Rainbow cookie	0	1	0	0	1	0	1	0
Raindrop cake	0	0	0	0	0	0	0	1
Raisin bran	0	0	0	0	0	0	1	0
Raisin bread	1	1	0	0	0	0	1	0
Raisin cake	1	1	0	0	0	0	1	0
Raita	1	0	0	0	0	0	0	0
Rajma	0	0	0	0	0	0	0	0
Rakvička	1	1	0	0	0	0	1	0
Ramazan pidesi	0	1	0	0	0	0	1	0
Rambak petis	0	0	0	0	1	0	0	0
Ramen	0	1	0	0	0	0	1	0
Ranch dressing	1	0	0	0	0	0	0	0
Rappie pie	0	0	0	0	0	0	1	0
Ras malai	1	0	0	0	1	0	0	0
Rasabali	1	0	0	0	0	0	0	0
Rasam	0	0	0	0	0	0	0	0
Rasgulla	1	0	0	0	0	0	0	0
Rasol	0	0	0	0	0	0	0	0
Raspberry pie	1	0	0	0	0	0	1	0
Raspberry ripple	1	0	0	0	0	0	0	0
Raspeball	0	0	0	0	0	0	1	0
Rassolnik	0	0	0	0	0	0	1	0
Rasstegai	0	1	0	0	0	0	1	0
Rat na	0	1	0	0	0	0	0	1
Ratatouille	0	0	0	0	0	0	0	0
Rava idli	0	0	0	0	1	0	1	0
Raviola di ricotta di Caltanissetta	1	1	0	0	0	0	1	0
Ravioli	1	1	0	0	0	0	1	0
Rawon	0	0	0	0	0	0	0	0
Ražnjići	0	0	0	0	0	0	0	0
Ready Brek	0	0	0	0	0	0	0	0
Red Ant Chutney	0	0	0	0	0	0	0	0
Red bean cake	0	0	0	0	0	0	1	0
Red bean ice	0	0	0	0	0	0	0	0
Red bean paste	0	0	0	0	0	0	0	0
Red bean rice	0	0	0	0	0	0	0	0
Red beans and rice	0	0	0	0	0	0	0	0
Red braised pork belly	0	0	0	0	0	0	0	1
Red curry	0	0	1	0	0	0	0	0
Red peach cake	1	1	0	0	0	0	1	0
Red pudding	1	1	0	0	0	0	1	0
Red red	0	0	0	0	0	0	0	0
Red slaw	0	0	0	0	0	0	0	0
Red velvet cake	1	1	0	0	0	0	1	0
Red-eye gravy	0	0	0	0	0	0	0	0
Redcurrant sauce	0	0	0	0	0	0	0	0
Redonkadonk	1	0	0	0	0	0	1	0
Reestit mutton	0	0	0	0	0	0	0	0
Regañao	0	0	0	0	0	0	1	0
Reibekuchen	0	1	0	0	0	0	1	0
Religieuse	1	1	0	0	0	0	1	0
Remonce	1	0	0	0	0	0	1	0
Rempeyek	0	0	0	0	1	0	1	0
Renaibao	0	0	1	1	0	0	0	1
Rendang	0	0	0	0	0	0	0	0
Rengginang	0	0	0	0	1	0	0	0
Resek agvaniyot	0	0	0	0	0	0	0	0
Reshmi kabab	1	0	0	0	0	0	0	0
Reshteh khoshkar	0	0	0	0	0	0	1	0
Reuben sandwich	1	0	0	0	0	0	1	0
Revels	1	0	0	0	1	0	0	0
Rēwena bread	0	0	0	0	0	0	1	0
Rfissa	0	0	0	0	0	0	1	0
Rhubarb pie	0	0	0	0	0	0	1	0
Rhubarb tart	0	1	0	0	0	0	1	0
Ribbon candy	0	0	0	0	0	0	0	0
Ribollita	0	0	0	0	0	0	1	0
Rica-rica	0	0	0	0	0	0	0	0
Ricciarelli	0	1	0	0	1	0	0	0
Rice and beans	0	0	0	0	0	0	0	0
Rice and curry	0	0	1	0	0	0	1	0
Rice and gravy	0	0	0	0	0	0	1	0
Rice and peas	0	0	0	0	0	0	0	0
Rice bread	0	0	0	0	0	0	0	0
Rice burger	1	0	0	0	0	0	0	0
Ricenoodle roll	0	0	0	0	0	0	0	1
Ricenoodles	0	0	0	0	0	0	0	0
Rice pudding	1	0	0	0	0	0	0	0
Rice vermicelli	0	0	0	0	0	0	0	0
Rich tea	0	0	0	0	0	0	1	0
Rigatoni	1	0	0	0	0	0	1	0
Rigójancsi	0	0	0	0	0	0	0	0
Rijstevlaai	1	1	0	0	0	0	1	0
Rijsttafel	0	1	1	0	0	0	1	0
Rillettes	0	0	0	0	0	0	0	0
Rinderbraten	0	0	0	0	0	0	1	0
Rinflajš	0	0	0	0	0	0	1	0
Ringgi	0	0	0	0	0	0	0	0
Ripper	0	0	0	0	0	0	1	0
Risalamande	1	0	0	0	1	0	0	0
Risotto	1	0	0	0	0	0	0	0
Rissole	0	1	0	0	0	0	1	0
Rivels	1	1	0	0	0	0	1	0
River reed salt	0	0	0	0	0	0	0	0
Riz à l impératrice	1	0	0	0	0	0	0	0
Roast beef	0	0	0	0	0	0	0	0
Roasted chestnut	0	0	0	0	1	0	0	0
Roasted sweet potato	0	0	0	0	0	0	0	0
Roat	0	0	0	0	1	0	0	0
Rock	0	0	0	0	0	0	0	0
Rock cake	1	1	0	0	0	0	1	0
Rock candy	0	0	0	0	0	0	0	0
Rocky Mountain oysters	0	0	0	0	0	0	1	0
Rocky road	1	0	0	0	1	0	1	0
Rocky road	1	0	0	0	1	0	0	0
Rødgrød	0	0	0	0	0	0	0	0
Rogan josh	1	0	0	0	0	0	0	0
Rollatini	1	1	0	0	0	0	0	0
Rolled oyster	0	0	1	1	0	0	1	0
Rollmops	0	0	1	0	0	0	0	0
Romazava	0	0	0	0	0	0	0	0
Romesco	0	0	0	0	1	0	0	0
Romeu e Julieta	1	0	0	0	0	0	0	0
Rømmegrøt	1	0	0	0	0	0	1	0
Rönttönen	1	0	0	0	0	0	1	0
Rookworst	0	0	0	0	0	0	0	0
Ros bratel	0	0	0	0	0	0	0	0
Ros omelette	0	1	0	0	0	0	0	0
Rosca	1	1	0	0	1	0	1	0
Roscas	1	1	0	0	0	0	1	0
Roscón	1	1	0	0	1	0	1	0
Rose hip soup	1	0	0	0	0	0	0	0
Rose water	0	0	0	0	0	0	0	0
Roselle juice	0	0	0	0	0	0	0	0
Rosette	1	1	0	0	0	0	1	0
Roskette	1	1	0	0	0	0	1	0
Rosół	0	0	0	0	0	0	0	0
Rosolli	0	0	0	0	0	0	0	0
Rosquillo	0	1	0	0	0	0	1	0
Rössypottu	0	0	0	0	0	0	1	0
Rösti	0	0	0	0	0	0	0	0
Rosticciana	0	0	0	0	0	0	0	0
Rotelle	0	0	0	0	0	0	1	0
Roti	0	0	0	0	0	0	1	0
Roti	0	0	0	0	0	0	1	0
Roti bolen	1	1	0	0	0	0	1	0
Roti buaya	0	0	0	0	0	0	1	0
Roti gambang	0	0	0	0	1	0	1	0
Roti jala	1	1	0	0	0	0	1	0
Roti john	0	1	0	0	0	0	1	0
Roti sai mai	1	0	0	0	0	0	1	0
Roti tissue	0	0	0	0	0	0	1	0
Roujiamo	0	0	0	0	0	0	1	1
Roust	0	0	0	0	0	0	0	0
Royal icing	0	1	0	0	0	0	0	0
Roze koek	0	1	0	0	1	0	1	0
Rubaboo	0	0	0	0	0	0	0	0
Rubiyan salad	0	0	1	1	0	0	0	0
Ruby chocolate	1	0	0	0	0	0	0	1
Ruchanki	0	0	0	0	0	0	1	0
Rúgbrauð	1	0	0	0	0	0	1	0
Rugbrød	0	0	0	0	0	0	1	0
Rugelach	1	0	0	0	1	0	1	0
Ruisreikäleipä	0	0	0	0	0	0	1	0
Rujak soto	0	0	0	0	0	1	0	0
Rum baba	0	1	0	0	0	0	1	0
Rum ball	0	0	0	0	1	0	0	0
Rum cake	0	1	0	0	1	0	1	0
Rumaki	0	0	0	0	0	0	0	1
Rumbledethumps	1	0	0	0	0	0	0	0
Rumford s Soup	0	0	0	0	0	0	0	0
Rumtopf	0	0	0	0	0	0	0	0
Run down	0	0	1	0	0	0	0	0
Runeberg torte	0	1	0	0	1	0	1	0
Runza	0	0	0	0	0	0	1	0
Rượu nếp	0	0	0	0	0	0	0	0
Rupjmaize	0	0	0	0	0	0	1	0
Rusk	0	0	0	0	0	0	1	0
Ruske kape	0	1	0	0	1	0	1	0
Russian dressing	0	0	0	0	0	0	0	0
Russian Mennonite zwieback	1	1	0	0	0	0	1	0
Russian tea cake	1	0	0	0	1	0	1	0
Rustico	1	1	0	0	0	0	1	0
Ry-Krisp	0	0	0	0	0	0	1	0
Ryazhenka	1	0	0	0	0	0	0	0
Rye bread	0	0	0	0	0	0	1	0
Ryžový nákyp	1	1	0	0	0	0	0	0
S.O.S.	1	0	0	0	0	0	1	0
S more	0	0	0	0	0	0	1	0
Saag	0	0	0	0	0	0	0	0
Saang mein	0	0	0	0	0	0	1	0
Sabaayad	0	0	0	0	0	0	1	0
Sabich	0	1	0	0	0	0	1	0
Sablé	1	1	0	0	0	0	1	0
Sabudana khichri	0	0	0	0	0	1	0	0
Sabudana papar	0	0	0	0	0	0	0	0
Sabudana vada	0	0	0	0	0	1	0	0
Sabzi khordan	1	0	0	0	0	0	0	0
Sabzi polo	0	0	0	0	0	0	0	0
Sachertorte	1	1	0	0	0	0	1	0
Sachima	0	1	0	0	0	0	1	0
Sadya	1	0	0	0	0	0	1	0
Saeu-jeot	0	0	1	1	0	0	0	0
Saeukkang	0	0	1	1	0	0	0	1
Saffranspannkaka	1	1	0	0	0	0	1	0
Saffron bun	1	0	0	0	0	0	1	0
Saffron rice	0	0	0	0	0	0	0	0
Saftsuppe	0	0	0	0	0	0	0	0
Sagamite	0	0	0	0	0	0	1	0
Saganaki	1	0	0	0	0	0	1	0
Sagnarelli	0	0	0	0	0	0	1	0
Sago pudding	1	1	0	0	0	0	0	0
Sago soup	0	0	0	0	0	0	0	0
Sago with coconut milk	0	0	0	0	0	0	0	0
Sagol	0	0	0	0	0	0	0	1
Sagu	0	0	0	0	0	0	0	0
Sahawiq	0	0	0	0	0	0	0	0
Saheena	0	0	0	0	0	0	1	0
Sai bhaji	0	0	0	0	0	0	0	0
Sai gork	0	0	1	0	0	0	0	0
Sai ua	0	0	0	0	0	0	0	0
Sailor sandwich	1	1	1	0	0	0	1	0
Saimin	0	1	1	0	0	0	1	0
Saj bread	0	0	0	0	0	0	1	0
Sakinalu	0	0	0	0	0	0	1	0
Šakotis	0	1	0	0	0	0	1	0
Saksang	0	0	0	0	0	0	0	0
Sakuramochi	0	0	0	0	0	0	1	0
Salad	1	0	0	0	0	0	0	0
Salad cream	0	1	0	0	0	0	0	0
Salade cauchoise	1	1	1	0	0	0	0	0
Salade niçoise	0	1	1	0	0	0	0	0
Salama da sugo	0	0	0	0	0	0	0	0
Salame Felino	0	0	0	0	0	0	0	0
Salame genovese di Sant Olcese	0	0	0	0	0	0	0	0
Salami	0	0	0	0	0	0	0	0
Salată de boeuf	0	0	0	0	0	0	0	0
Salça	0	0	0	0	0	0	0	0
Salchichón	0	0	0	0	0	0	0	0
Salchipapa	0	0	0	0	0	0	1	0
Saleeg	1	0	0	0	0	0	0	0
Salep	1	0	0	0	0	0	0	0
Salisbury steak	0	1	0	0	0	0	1	0
Sally Lunn bun	1	1	0	0	0	0	1	0
Salmagundi	0	1	1	0	0	0	0	0
Salmon pie	1	1	1	0	0	0	1	0
Salmon tartare	0	0	1	0	0	0	0	0
Salmorejo	0	0	0	0	0	0	1	0
Salmoriglio	0	0	0	0	0	0	0	0
Salo	0	0	0	0	0	0	0	0
Salpicon	0	0	0	0	0	0	0	0
Salsa	0	0	0	0	0	0	0	0
Salsa americana	0	0	0	0	0	0	0	0
Salsa golf	0	0	0	0	0	0	0	0
Salsa verde	0	0	0	0	0	0	0	0
Salt and pepper chips	0	0	0	0	0	0	0	0
Salt potatoes	0	0	0	0	0	0	0	0
Salt-rising bread	1	0	0	0	0	0	1	0
Saltah	0	0	0	0	0	0	0	0
Salted duck egg	0	1	0	0	0	0	0	0
Salted Nut Roll	0	1	0	0	1	1	0	0
Salteña	0	1	0	0	0	0	1	0
Saltimbocca	0	0	0	0	0	0	0	0
Saltine cracker	0	0	0	0	0	0	1	0
Saltsa kima	0	0	0	0	0	0	0	0
Salty liquorice	0	0	0	0	0	0	1	0
Salukara	0	0	0	0	0	0	0	0
Salvitxada	0	0	0	0	1	0	1	0
Salzburgernockerl	1	1	0	0	0	0	1	0
Samanu	0	0	0	0	0	0	1	0
Sambal	0	0	0	0	0	0	0	0
Sambal stingray	0	0	1	0	0	0	0	0
Şambali	0	0	0	0	1	0	1	0
Sambar	0	0	0	0	0	0	0	0
Samgye-tang	0	0	0	0	1	0	1	0
Samgyeopsal	0	0	0	0	0	0	0	0
Samlar kako	0	0	1	0	0	0	0	0
Samlor machu	0	0	1	0	0	0	0	0
Samlor prahal	0	0	1	0	0	0	0	0
Samoon	0	0	0	0	0	0	1	0
Samosa	0	0	0	0	0	0	1	0
Samp	0	0	0	0	0	0	1	0
Sampan congee	0	0	1	1	0	0	0	1
Šampita	0	1	0	0	0	0	0	0
Samsa	0	0	0	0	0	0	1	0
Samyang Ramen	0	0	0	0	0	0	1	1
San-nakji	0	0	0	0	0	0	0	1
Sanchuisanda	0	0	0	0	0	0	0	0
Sancocho	0	0	0	0	0	0	0	0
Sandbakelse	0	1	0	0	1	0	1	0
Sandesh	1	0	0	0	0	0	0	0
Sandige	0	0	0	0	0	0	1	0
Sandwich	1	0	0	0	0	0	1	0
Sándwich de miga	1	0	0	0	0	0	1	0
Sandwich loaf	1	1	0	0	0	0	1	0
Sandwich roll	1	0	0	0	0	0	1	0
Sangak	0	0	0	0	0	0	1	0
Sangria	0	0	0	0	0	0	0	0
Sanjeok	0	0	0	0	0	0	0	1
Sanna	0	0	0	0	0	0	0	0
Sans rival	0	1	0	0	1	0	0	0
Santula	0	0	0	0	0	0	0	0
Sanuki udon	0	0	0	0	0	0	1	0
Sanwin makin	0	0	0	0	0	0	0	0
Sapin-sapin	1	0	0	0	0	0	0	0
Sapo tahu	0	0	1	1	0	0	0	1
Sapote	0	0	0	0	0	0	0	0
Sapu Mhicha	0	0	0	0	0	0	0	0
Sara udon	0	0	1	1	0	0	1	1
Saraman curry	0	0	1	0	0	1	0	0
Sarapatel	0	0	0	0	0	0	0	0
Sarawak layer cake	1	1	0	0	0	0	1	0
Saray helva	0	0	0	0	1	0	1	0
Sarbhaja	1	0	0	0	0	0	1	0
Sarburma	0	0	0	0	1	0	0	0
Sarde in saor	0	0	1	0	1	0	1	0
Sárgatúró	1	1	0	0	0	0	1	0
Sarıyer böreği	1	1	0	0	0	0	1	0
Sarma	0	0	0	0	0	0	1	0
Sarpuria	1	0	0	0	0	0	1	0
Sarsa na uyang	0	0	0	1	0	0	0	0
Sarsiado	0	1	1	0	0	0	0	1
Sarson ka saag	0	0	0	0	0	0	0	0
Sartù di riso	1	1	0	0	0	0	0	0
Sarva Pindi	0	0	0	0	0	0	1	0
Saskatoon berry pie	0	0	0	0	0	0	1	0
Sata	0	0	0	0	0	0	0	0
Sata andagi	1	1	0	0	0	0	1	0
Sataraš	0	0	0	0	0	0	0	0
Satay	0	0	0	0	0	1	0	1
Satay bee hoon	0	1	1	0	0	1	0	0
Sate bandeng	0	0	1	0	1	0	0	0
Sate kambing	0	0	0	0	0	0	0	1
Sate klatak	0	0	0	0	0	0	0	0
Sate lilit	0	0	0	0	0	0	0	0
Sate padang	0	0	0	0	0	0	0	0
Sate taichan	0	0	0	0	0	0	0	0
Sate Tuna	0	0	1	0	0	0	0	1
Satkara Beef	1	0	0	0	0	0	0	0
Satsivi	0	0	0	0	1	0	0	0
Satsuma-age	0	0	1	0	0	0	0	0
Satti sorru	0	0	0	0	0	0	0	0
Sauce gribiche	0	1	0	0	0	0	0	0
Sauce poivrade	0	0	0	0	0	0	1	0
Sauce vierge	0	0	0	0	0	0	0	0
Saucisson	0	0	0	0	0	0	0	0
Sauerbraten	0	0	0	0	0	0	0	0
Sausage and peppers	0	0	0	0	0	0	0	0
Sausage bread	1	1	0	0	0	0	1	0
Sausage roll	0	0	0	0	0	0	1	0
Sausage sandwich	0	0	0	0	0	0	1	0
Sausage sizzle	0	0	0	0	0	0	1	0
Sausages in Italian cuisine	0	0	0	0	0	0	0	0
Sautéed mushrooms	0	0	0	0	0	0	0	0
Savory spinach pie	1	1	0	0	0	0	1	0
Savoury pattie	0	0	0	0	0	0	0	0
Savoury toast	1	1	0	0	0	0	1	0
Sayadieh	0	0	1	0	1	0	0	0
Sayongsong	0	0	0	0	0	0	0	0
Sayur asem	0	0	0	0	0	0	0	0
Sayur bayam	0	0	0	0	0	0	0	0
Sayur lodeh	0	0	0	0	0	0	0	0
Sayur sop	0	0	0	0	0	0	0	0
Scali bread	0	0	0	0	0	0	1	0
Scallion bread	0	0	0	0	0	0	1	0
Scaloppine	0	0	0	0	0	0	1	0
Scapece alla vastese	0	0	1	0	0	0	0	0
Schaumrolle	0	1	0	0	0	0	1	0
Schenkele	1	1	0	0	0	0	1	0
Schmaltz	0	0	0	0	0	0	0	0
Schmoo torte	1	1	0	0	0	0	1	0
Schneeball	1	1	0	0	0	0	1	0
Schnitz un knepp	0	0	0	0	0	0	1	0
Schnitzel	0	1	0	0	0	0	1	0
School bread	1	1	0	0	0	0	1	0
Schupfnudel	0	1	0	0	0	0	1	0
Schuxen	1	1	0	0	0	0	1	0
Scialatielli	0	0	0	0	0	0	1	0
Scone	1	1	0	0	0	0	1	0
Scotch broth	0	0	0	0	0	0	1	0
Scotch egg	0	1	0	0	0	0	1	0
Scotch pie	0	0	0	0	0	0	1	0
Scotch woodcock	1	1	1	0	0	0	1	0
Scotcheroos	0	0	0	0	1	1	0	0
Scouse	0	0	0	0	0	0	1	0
Scovardă	0	0	0	0	0	0	0	0
Scrambled eggs	0	1	0	0	0	0	0	0
Scrapple	0	0	0	0	0	0	1	0
Screwball	0	0	0	0	0	1	0	0
Scrod	0	0	1	0	0	0	0	0
Scuffler	0	0	0	0	0	0	1	0
Se i	0	0	0	0	0	0	0	0
Sea-pie	0	0	0	0	0	0	1	0
Seada	1	0	0	0	0	0	1	0
Seafoam salad	1	0	0	0	1	0	0	0
Seafood basket	0	0	1	1	0	0	1	0
Seafood birdsnest	0	0	1	1	0	0	0	0
Seafood pizza	1	0	1	1	0	0	1	0
Sealed crustless sandwich	1	0	0	0	0	0	1	0
Seattle roll	1	0	1	0	0	0	0	0
Seattle-style hot dog	1	0	0	0	0	0	1	0
Seblak	0	0	0	0	0	0	1	0
Seco	0	0	0	0	0	0	0	0
Sedani	0	0	0	0	0	0	0	0
Seekh kebab	0	0	0	0	0	0	0	0
Seeni sambol	0	0	0	0	0	0	0	0
Seffa	0	0	0	0	1	0	1	0
Şehriye	0	0	0	0	0	0	1	0
Seitan	0	0	0	0	0	0	1	1
Sekba	0	1	0	0	0	0	0	1
Şekerpare	0	1	0	0	1	0	1	0
Sekuwa	0	0	0	0	0	0	0	0
Sel gris	0	0	0	0	0	0	0	0
Sel roti	0	0	0	0	0	0	1	0
Selat solo	0	1	0	0	0	0	0	0
Sellou	0	0	0	0	1	0	1	0
Selsko meso	0	0	0	0	0	0	0	0
Semifreddo	0	1	0	0	0	0	0	0
Semla	1	0	0	0	1	0	1	0
Semmelknödel	1	1	0	0	0	0	1	0
Semolina pudding	1	0	0	0	0	0	1	0
Semur	0	0	0	0	0	0	0	1
Senate bean soup	0	0	0	0	0	0	0	0
Senbei	0	0	0	0	0	0	0	1
Señorita bread	1	1	0	0	0	0	1	0
Seolleongtang	0	0	0	0	0	0	0	0
Sepik	0	0	0	0	0	0	1	0
Serabi	1	0	0	0	0	0	0	0
Serbian salad	1	0	0	0	0	0	0	0
Seri muka	1	1	0	0	0	0	0	0
Sericaia	1	1	0	0	0	0	1	0
Serinakaker	1	1	0	0	0	0	1	0
Serradura	1	0	0	0	0	0	1	0
Serranito	0	0	0	0	0	0	1	0
Serundeng	0	0	0	0	1	0	0	0
Sesame Ramen	0	1	0	0	0	0	1	1
Sesame seed cake	1	1	0	0	0	0	1	0
Sesame seed candy	0	0	0	0	0	0	0	0
Sev	0	0	0	0	0	0	1	0
Sev mamra	0	0	0	0	1	1	0	0
Sev puri	0	0	0	0	0	0	1	0
Sevai	0	0	0	0	0	0	1	0
Seven-color tea	0	0	0	0	0	0	0	0
Seven-layer dip	1	0	0	0	0	0	0	0
Seven-layer salad	1	0	0	0	0	0	0	0
Şevketibostan yemeği	0	0	0	0	0	0	0	0
Sfenj	0	0	0	0	0	0	1	0
Sfiha	0	0	0	0	1	0	1	0
Sfogliatella	1	1	0	0	0	0	1	0
Sfouf	0	0	0	0	1	0	1	0
Sgabeo	0	0	0	0	0	0	1	0
Sha cha beef	0	0	0	0	0	0	0	1
Sha phaley	0	0	0	0	0	0	1	0
Shabu-shabu	0	0	0	0	0	0	1	1
Shachanoodles	0	0	0	0	0	0	1	0
Shafoot	1	0	0	0	0	0	0	0
Shahan ful	0	0	0	0	0	0	0	0
Shahe fen	0	0	0	0	0	0	0	1
Shahi haleeb	1	0	0	0	1	0	0	0
Shahi jilapi	0	0	0	0	0	0	1	0
Shahi paneer	1	0	0	0	1	0	0	0
Shaker lemon pie	0	1	0	0	0	0	1	0
Shaking beef	0	0	1	0	0	0	0	1
Shakoy	0	0	0	0	0	0	1	0
Shakshouka	0	1	0	0	0	0	0	0
Shambar	0	0	0	0	0	0	1	0
Shami kebab	0	0	0	0	0	0	0	0
Shanghai friednoodles	0	0	0	1	0	0	1	1
Shankarpali	1	0	0	0	0	0	1	0
Shaobing	0	0	0	0	0	0	1	0
Shark fin dumpling	0	0	1	1	0	0	1	1
Shark fin soup	0	0	1	0	0	0	0	1
Shashlik	0	0	0	0	0	0	0	0
Shaved ice	1	0	0	0	0	0	0	0
Shawarma	1	0	0	0	0	0	1	0
Shchi	1	0	0	0	0	0	0	0
She-crab soup	1	0	0	1	0	0	1	0
Sheep s sorrel soup	1	0	0	0	0	0	1	0
Sheer khurma	1	0	0	0	1	0	0	0
Sheermal	1	0	0	0	0	0	1	0
Sheet cake	1	1	0	0	0	0	1	0
Sheftalia	0	0	0	0	0	0	0	0
Sheikh al-mahshi	0	0	0	0	1	0	0	0
Shekarbura	0	1	0	0	1	0	1	0
Shelpek	0	0	0	0	0	0	1	0
Shemai	1	0	0	0	1	0	0	0
Shengjian mantou	0	0	0	0	0	0	1	1
Shepherd s pie	0	0	0	0	0	0	1	0
Sherbet	0	0	0	0	0	0	0	0
Sherbet	0	1	0	0	0	0	0	0
Shichimi	0	0	0	0	0	0	0	0
Shikanji	0	0	0	0	0	0	0	0
Shikashika	0	0	0	0	0	0	0	0
Shin Ramyun	0	0	0	0	0	0	1	1
Shing-a-ling	1	0	0	0	0	0	1	0
Shir Berenj	1	0	0	0	1	0	0	0
Shiratakinoodles	0	0	0	0	0	0	0	0
Shirazi salad	0	0	0	0	0	0	0	0
Shirdan	0	0	0	0	0	0	0	0
Shirin polo	0	0	0	0	1	0	0	0
Shiro	0	0	0	0	0	0	1	0
Shirokuma	1	0	0	0	0	0	0	0
Shirred eggs	1	1	0	0	0	0	0	0
Shiruko	0	0	0	0	0	0	0	0
Shish taouk	1	0	0	0	0	0	0	0
Shkedei marak	0	0	0	0	0	0	1	0
Shlishkes	0	1	0	0	0	0	1	0
Sholezard	0	0	0	0	0	0	0	0
Shoofly pie	0	0	0	0	0	0	1	0
Shooter s sandwich	0	0	0	0	0	0	1	0
Shopska salad	1	0	0	0	0	0	0	0
Shorshe ilish	0	0	1	0	0	0	0	0
Shortbread	1	0	0	0	0	0	1	0
Shortcake	1	0	0	0	0	0	1	0
Shortcrust pastry	0	0	0	0	0	0	1	0
Shotis puri	0	0	0	0	0	0	1	0
Shrewsbury cake	0	1	0	0	0	0	1	0
Shrikhand	1	0	0	0	1	0	0	0
Shrimp and grits	0	0	1	1	0	0	0	0
Shrimp creole	0	0	1	1	0	0	0	0
Shrimp curry	0	0	1	1	0	0	0	0
Shrimp Louie	0	1	1	1	0	0	0	0
Shrimp paste	0	0	0	1	0	0	0	0
Shrimp roenoodles	0	0	1	1	0	0	1	1
Shrimp toast	0	1	1	1	0	0	1	1
Shuangbaotai	0	1	0	0	0	0	1	0
Shukto	0	0	0	0	0	0	0	0
Shumai	0	0	1	0	0	0	1	1
Shutki shira	0	0	1	0	0	0	0	0
Shwe htamin	0	0	0	0	0	0	0	0
Shwe yin aye	1	0	0	0	0	0	0	0
Shʿifurah	0	0	0	0	0	0	0	0
Sichuan pepper chicken	0	0	0	0	0	0	0	1
Sicilian orange salad	0	0	0	0	0	0	0	0
Sicilian pizza	1	0	1	0	0	0	1	0
Siddu	0	0	0	0	0	0	1	0
Siemieniotka	1	0	0	0	1	0	1	0
Sigyet khauk swè	0	0	1	0	0	0	0	1
Sikhae	0	0	0	0	1	0	0	0
Silesian dumplings	0	1	0	0	0	0	1	0
Sili ice cream	1	0	0	0	0	0	0	0
Silog	0	1	0	0	0	0	0	0
Silpancho	0	1	0	0	0	0	0	0
Silvana	0	1	0	0	1	0	1	0
Silver needlenoodles	0	0	0	0	0	0	1	0
Simit	0	0	0	0	0	0	1	0
Simnel cake	0	1	0	0	1	0	1	0
Sinabawang gulay	0	0	1	0	0	0	0	0
Sinampalukan	0	0	0	0	0	0	0	0
Sinangag	0	0	0	0	0	0	0	0
Sinanglay	0	0	1	0	0	0	0	0
Sinantolan	1	0	1	0	0	0	0	0
Sincronizada	1	0	0	0	0	0	1	0
Singapore-stylenoodles	0	1	1	0	0	0	1	1
Singing hinny	1	0	0	0	0	0	1	0
Singori	0	0	0	0	0	0	0	0
Sinigang	0	0	1	0	0	0	0	0
Sinigapuna	0	0	1	0	0	0	0	0
Sinki	0	0	0	0	0	0	0	0
Sinseollo	0	0	0	0	1	0	0	1
Siomay	0	1	1	0	0	0	0	0
Siopao	0	1	0	1	0	0	1	1
Siraegi	0	0	0	0	0	0	0	1
Siron	0	0	0	0	0	0	0	0
Siru-tteok	0	0	0	0	0	0	0	0
Siryak-tyamuri	1	0	0	0	0	0	0	0
Sisig	0	0	0	0	0	0	0	0
Skilpadjies	0	0	0	0	0	0	0	0
Skirlie	0	0	0	0	0	0	1	0
Skirts and kidneys	0	0	0	0	0	0	0	0
Sklandrausis	1	1	0	0	0	0	1	0
Skomakarlåda	1	0	0	0	0	0	0	0
Skordalia	0	0	0	0	0	0	1	0
